hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,70,2016,February,8,18,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.3,1,0,Check-Out,2016-02-21
Resort Hotel,1,292,2015,October,43,21,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208.0,,0,Transient-Party,36.5,0,0,Canceled,2015-08-21
City Hotel,0,5,2016,February,9,24,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,71.84,0,1,Check-Out,2016-02-25
Resort Hotel,1,81,2015,September,40,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,66.29,0,0,Canceled,2015-07-20
City Hotel,0,186,2017,July,28,9,2,2,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,147.9,0,1,Check-Out,2017-07-13
City Hotel,1,134,2016,September,40,29,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,2,Canceled,2016-09-17
City Hotel,0,0,2016,June,24,8,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,92.35,0,1,Check-Out,2016-06-09
Resort Hotel,1,169,2017,July,27,3,2,5,2,1.0,0,HB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,178.13,0,0,Canceled,2017-01-15
City Hotel,0,192,2016,June,26,24,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-06-26
City Hotel,0,3,2017,July,30,24,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,20,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,2,Check-Out,2017-07-25
City Hotel,0,247,2016,June,24,6,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-06-08
City Hotel,0,188,2016,August,34,20,2,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,89.25,0,0,Check-Out,2016-08-24
City Hotel,0,93,2017,April,15,11,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,2017-04-14
Resort Hotel,0,2,2016,February,8,19,0,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,56.0,0,0,Check-Out,2016-02-21
City Hotel,0,42,2017,March,9,2,2,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,100.3,0,0,Check-Out,2017-03-08
City Hotel,1,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,No-Show,2017-02-25
City Hotel,1,92,2015,July,31,31,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2015-07-11
City Hotel,0,34,2016,August,36,28,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.98,0,2,Check-Out,2016-09-01
City Hotel,1,109,2016,February,9,21,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0,Canceled,2015-12-18
City Hotel,0,95,2017,May,18,2,0,5,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,1,Check-Out,2017-05-07
City Hotel,0,103,2016,March,10,3,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient-Party,61.5,0,1,Check-Out,2016-03-06
Resort Hotel,0,11,2016,December,53,27,0,1,2,0.0,0,HB,PRT,Online TA,Direct,1,0,0,D,D,0,No Deposit,240.0,,0,Group,109.0,1,3,Check-Out,2016-12-28
Resort Hotel,0,123,2015,July,28,10,0,2,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,149.0,,0,Transient,114.69,0,1,Check-Out,2015-07-12
City Hotel,1,148,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,95.0,0,0,Canceled,2016-12-07
City Hotel,0,61,2015,October,41,4,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,91.0,0,0,Check-Out,2015-10-06
Resort Hotel,0,266,2016,June,25,13,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,1,A,A,1,No Deposit,40.0,,0,Contract,53.85,0,0,Check-Out,2016-06-23
City Hotel,1,79,2016,October,42,13,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,153.3,0,0,Canceled,2016-07-27
Resort Hotel,0,10,2016,November,49,30,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-12-01
City Hotel,1,294,2015,August,32,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
Resort Hotel,1,101,2017,May,20,20,2,4,2,2.0,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,155.0,0,0,Canceled,2017-03-07
City Hotel,0,21,2016,November,49,30,0,2,2,0.0,0,BB,POL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Check-Out,2016-12-02
City Hotel,0,138,2015,July,30,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,57.0,0,0,Check-Out,2015-07-26
City Hotel,0,238,2017,June,26,28,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.53,0,1,Check-Out,2017-07-02
City Hotel,0,0,2016,April,15,5,0,1,1,0.0,0,SC,DEU,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,84.0,0,0,Check-Out,2016-04-06
Resort Hotel,0,7,2017,May,20,14,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,86.43,0,1,Check-Out,2017-05-21
City Hotel,0,291,2016,September,39,21,0,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,E,0,No Deposit,3.0,,44,Transient-Party,117.0,0,0,Check-Out,2016-09-22
City Hotel,0,72,2015,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-31
City Hotel,1,161,2017,March,13,31,1,2,2,1.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.2,0,0,Canceled,2017-01-15
Resort Hotel,0,84,2015,September,39,24,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,83.8,0,1,Check-Out,2015-10-04
City Hotel,0,67,2017,February,7,14,0,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.1,0,1,Check-Out,2017-02-18
City Hotel,0,83,2015,September,40,30,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26.0,,77,Transient-Party,112.2,0,0,Check-Out,2015-10-01
City Hotel,1,46,2016,December,51,16,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Canceled,2016-11-14
Resort Hotel,0,43,2017,August,32,8,2,5,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,5.0,,0,Transient,269.43,1,0,Check-Out,2017-08-15
City Hotel,0,80,2017,March,13,26,1,0,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.2,1,0,Check-Out,2017-03-27
Resort Hotel,1,92,2015,October,43,18,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,86.5,0,0,Canceled,2015-07-22
Resort Hotel,1,197,2016,August,33,11,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Transient,103.7,0,2,Canceled,2016-01-27
City Hotel,1,155,2016,July,28,7,1,3,2,1.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,173.25,0,2,Canceled,2016-07-03
Resort Hotel,0,0,2015,October,43,23,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,47.0,0,1,Check-Out,2015-10-26
City Hotel,0,7,2015,September,39,21,1,1,1,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.0,0,0,Check-Out,2015-09-23
Resort Hotel,0,4,2016,February,9,26,1,2,2,2.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,1,No Deposit,196.0,,0,Transient,88.0,0,1,Check-Out,2016-02-29
Resort Hotel,0,28,2016,November,46,7,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,64.8,0,0,Check-Out,2016-11-12
City Hotel,0,116,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,76.0,0,0,Check-Out,2016-03-02
Resort Hotel,0,62,2017,April,16,19,1,4,1,0.0,0,BB,ITA,Groups,Corporate,1,0,0,A,D,1,No Deposit,,307.0,0,Transient-Party,85.0,1,0,Check-Out,2017-04-24
Resort Hotel,1,210,2017,July,27,6,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,136.0,0,0,Canceled,2016-12-08
Resort Hotel,0,151,2017,April,14,4,0,5,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,5,No Deposit,,223.0,0,Transient-Party,42.0,0,0,Check-Out,2017-04-09
Resort Hotel,1,50,2016,February,9,26,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,76.0,0,0,Canceled,2016-02-02
City Hotel,0,49,2016,November,47,14,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,2,Check-Out,2016-11-19
City Hotel,1,28,2016,November,47,13,2,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,3,Canceled,2016-10-28
City Hotel,1,31,2016,October,41,2,2,1,1,0.0,0,SC,USA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,114.3,0,1,Canceled,2016-09-04
City Hotel,1,166,2016,August,35,27,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,0,Canceled,2016-04-21
City Hotel,1,80,2017,February,9,27,1,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1,Canceled,2017-01-19
City Hotel,1,47,2017,January,1,2,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Canceled,2016-11-23
City Hotel,1,165,2017,May,20,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,225.0,0,0,Canceled,2017-01-12
Resort Hotel,0,4,2016,February,7,13,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,29.0,0,0,Check-Out,2016-02-14
Resort Hotel,1,30,2017,June,24,16,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Canceled,2017-05-22
City Hotel,0,44,2017,April,15,9,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,99.0,0,1,Check-Out,2017-04-13
City Hotel,0,123,2017,June,26,28,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,79.2,0,0,Check-Out,2017-06-30
Resort Hotel,1,37,2016,April,18,29,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71.0,,0,Transient,39.0,0,0,Canceled,2016-04-13
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,0,0,2016,October,41,3,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,E,0,No Deposit,,238.0,0,Transient,65.0,0,0,Check-Out,2016-10-04
Resort Hotel,1,108,2016,July,31,28,1,3,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,307.0,,0,Transient-Party,144.0,0,0,Canceled,2016-05-03
Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,46.0,0,0,Canceled,2016-01-25
City Hotel,0,41,2015,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-14
City Hotel,0,221,2015,October,42,17,2,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-10-20
City Hotel,0,4,2016,April,15,8,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1,Check-Out,2016-04-09
City Hotel,0,56,2017,March,13,31,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,93.6,0,1,Check-Out,2017-04-02
Resort Hotel,0,52,2015,July,30,20,1,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,133.17,0,0,Check-Out,2015-07-26
City Hotel,0,76,2016,May,20,8,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,90.95,0,1,Check-Out,2016-05-12
City Hotel,0,3,2016,August,32,1,1,1,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Check-Out,2016-08-03
City Hotel,1,89,2015,August,33,11,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2015-05-29
Resort Hotel,0,0,2015,December,53,28,1,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,81.0,1,2,Check-Out,2015-12-30
Resort Hotel,0,11,2016,April,15,8,2,7,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,55.78,0,0,Check-Out,2016-04-17
City Hotel,0,92,2017,June,23,4,2,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,189.0,0,1,Check-Out,2017-06-08
City Hotel,0,0,2016,November,48,21,1,1,1,0.0,0,BB,HRV,Groups,Corporate,0,0,0,A,C,0,No Deposit,,233.0,0,Transient,75.0,0,0,Check-Out,2016-11-23
City Hotel,0,0,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,90.95,0,1,Check-Out,2016-06-19
Resort Hotel,0,27,2016,November,46,6,2,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0,2,Check-Out,2016-11-12
Resort Hotel,0,169,2016,March,14,31,2,3,2,0.0,0,BB,NLD,Groups,Direct,0,0,0,A,A,1,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-05
City Hotel,0,11,2016,February,8,15,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-02-16
City Hotel,1,163,2016,June,24,5,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,100.0,0,0,Canceled,2016-01-26
City Hotel,1,58,2017,July,29,16,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,89.0,0,0,Canceled,2017-05-19
Resort Hotel,1,49,2016,March,10,5,2,2,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-01-20
Resort Hotel,0,5,2017,January,4,23,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,378.0,0,Transient,35.0,0,0,Check-Out,2017-01-27
Resort Hotel,1,74,2017,August,35,30,0,3,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,233.33,0,1,Canceled,2017-08-04
City Hotel,0,54,2016,December,53,25,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,72.63,0,2,Check-Out,2016-12-30
City Hotel,0,266,2016,October,41,7,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,80.75,0,0,Check-Out,2016-10-12
City Hotel,1,40,2015,October,43,19,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Contract,75.6,0,0,Canceled,2015-10-14
City Hotel,0,134,2016,June,23,2,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,114.96,0,1,Check-Out,2016-06-06
City Hotel,0,38,2016,March,10,5,2,1,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,83.9,0,1,Check-Out,2016-03-08
Resort Hotel,0,1,2016,January,4,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,56.0,0,1,Check-Out,2016-01-24
City Hotel,0,30,2017,June,23,5,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,2017-06-09
City Hotel,1,98,2016,December,50,8,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2,Canceled,2016-09-02
Resort Hotel,0,154,2015,September,36,3,0,3,2,0.0,0,BB,ESP,Corporate,Direct,0,0,0,A,A,0,No Deposit,,268.0,0,Transient-Party,88.2,0,0,Check-Out,2015-09-06
Resort Hotel,0,217,2017,June,24,15,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,96.4,0,4,Check-Out,2017-06-22
City Hotel,0,40,2016,April,18,30,2,3,0,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,127.83,0,1,Check-Out,2016-05-05
City Hotel,0,144,2017,July,30,27,2,6,3,0.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,1,Check-Out,2017-08-04
City Hotel,1,98,2016,July,28,8,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,144.9,0,0,Canceled,2016-05-02
City Hotel,0,41,2016,March,10,4,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,65.0,0,0,Check-Out,2016-03-07
City Hotel,1,82,2017,April,16,17,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,1,Canceled,2017-01-30
City Hotel,1,136,2015,July,29,17,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,0.0,0,0,Canceled,2015-05-29
City Hotel,0,260,2015,July,27,4,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-07-08
Resort Hotel,0,7,2017,March,9,2,1,3,1,0.0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,29.0,0,0,Check-Out,2017-03-06
City Hotel,1,162,2017,February,5,2,1,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,0,Canceled,2016-10-26
Resort Hotel,0,94,2015,August,32,8,2,2,2,0.0,1,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,206.0,1,1,Check-Out,2015-08-12
Resort Hotel,0,22,2016,December,50,8,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-12-11
City Hotel,0,61,2017,March,11,17,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,74.61,0,1,Check-Out,2017-03-21
City Hotel,0,24,2015,December,49,4,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,123.5,0,1,Check-Out,2015-12-08
City Hotel,1,5,2016,November,46,6,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,151.94,0,0,Canceled,2016-11-01
Resort Hotel,1,383,2016,October,41,6,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Transient-Party,48.0,0,0,Canceled,2016-03-04
Resort Hotel,0,24,2016,March,14,28,2,5,1,0.0,0,HB,LUX,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,58.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,185,2016,April,17,18,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-20
Resort Hotel,0,10,2017,June,24,13,0,4,3,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,230.0,0,0,Check-Out,2017-06-17
City Hotel,1,134,2017,February,8,22,2,4,0,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,82.44,0,1,Canceled,2017-02-02
City Hotel,0,14,2016,July,28,3,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,151.0,0,1,Check-Out,2016-07-07
City Hotel,1,42,2016,June,26,23,0,1,2,2.0,0,BB,ZAF,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,171.9,0,1,Canceled,2016-06-08
City Hotel,0,2,2016,March,10,2,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,55.0,0,0,Check-Out,2016-03-03
City Hotel,1,105,2015,October,42,12,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,110.0,0,0,Canceled,2015-08-18
City Hotel,0,193,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,132.0,0,0,Check-Out,2016-10-03
Resort Hotel,0,90,2015,July,29,16,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243.0,,0,Contract,93.6,0,1,Check-Out,2015-07-23
City Hotel,0,41,2017,June,24,14,0,4,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,142.88,0,1,Check-Out,2017-06-18
Resort Hotel,0,24,2016,February,9,26,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,2,Check-Out,2016-02-29
City Hotel,0,49,2015,September,38,18,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,69.11,0,0,Check-Out,2015-09-22
Resort Hotel,0,146,2015,August,32,3,2,5,1,1.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,71.0,,0,Contract,120.38,0,1,Check-Out,2015-08-10
Resort Hotel,1,305,2016,July,29,15,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,145.71,0,2,Canceled,2015-09-16
City Hotel,1,75,2017,April,14,5,0,4,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,0,Transient-Party,85.0,0,0,Canceled,2017-01-30
Resort Hotel,1,79,2016,December,51,17,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,37.8,0,1,Canceled,2016-12-04
Resort Hotel,0,32,2016,April,17,19,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273.0,,0,Transient-Party,80.81,0,0,Check-Out,2016-04-26
Resort Hotel,0,109,2015,July,27,3,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,123.0,0,2,Check-Out,2015-07-04
